This paper focuses on the multi-modal interaction problem, that multi-modal models tend to rely on just one modality while under-utilizing the other modalities. Since conditional utilization rate cannot be computed efficiently during training, they introduce an efficient proxy based on the pace at which a DNN learns from each modality, which we refer to as conditional learning speed. So they propose a training algorithm, balanced multi-modal learning, and demonstrate that it indeed addresses the issue of greedy learning. The proposed algorithm is found to improve the model’s generalization. So I recommend weak accept.	3
"The paper is unclear in the description of the method, so much that
some trivial solutions seem even more appropriate for the setting.

Substantial clarifications are needed to properly evaluate the quality
of the contribution.

AFTER REBUTTAL:

The authors did manage to address many of my concerns in their detailed rebuttal and extended experimental evaluation. The difference between the proposed setting and the existing alternatives is now clearer and the advantage of the method better highlighted thanks to the novel experiments. Some aspects are still a bit unclear (e.g. how the method is applied at the test phase), but I am now more inclined towards acceptance. "	3
I find this paper very interesting. The proposed approach is novel, yet simple, and clearly works well for the problem of learning from open-ended data. I would recommend to accept this paper. 	3
"Interesting approach and novel concept of mapping rank, the experimental evaluation could provide more direct evidence for the value of the contribution. 

Update after authors‘ response:
The authors addressed all points and provided convincing additional experiments, I’m hence increasing my score."	3
Conceptually and theoretically strong but line of argument needs empirical evidence to work out. Though evidence is provided in form of empirical results on three data sets, the baselines remain unclear. This problem need to be solved before publication would be OK (could be straight forward to do so) 	3
I recommend reject, because several claims are wrong or not well supported, and the contribution over related work is not sufficiently discussed or demonstrated.	3
Since a bunch of significant baselines are absent and the details of the dataset are missing, the reviewer thinks the paper in the current version is not suitable for publishing on ICLR. The reviewer does think that a revised version will make the paper much more appealing.	2
"The paper gives much importance to a graph-based representation of interacting systems. However, the proposed formulation doesn't seem to leverage the graph in full. Actually, it might even be possible to describe the entire method without discussing nodes and adjacency matrices.

Some elements of the method are not convincing, e.g. prior function, graph matching, reconstruction loss. Other components, e.g. the contrastive loss, are under-specified. Some claims are not well supported: flexibility of KINet wrt the parameter K and effect of the contrastive loss.

Overall, the method of the paper sounds promising, but I don't recommend it for acceptance in its present form. I suggest polishing the method, re-evaluating the role of the graph representation, revising some vague claims, clarifying some definitions and formulas, and incorporating more experiments and ablation studies."	3
This work propose to achieve multi-object position prediction with only using visual information like images without ground truth positions as supervision. But the detailed designs are not sufficiently novel.	2
Overall, this is an impressive work both in terms of its comprehensive mathematical presentation and its high-quality experimental results. Personally, I find the experimental results to be the most interesting aspect, because it opens the possibility of accurate MI estimation in complex scenarios studied in contemporary generative modeling. I recommend this work be accepted.	3
"The reviewer is convinced by the theoretical analysis of this paper and the novel perspectives it proposed. 
It makes some valuable contribution to our community. However, I am concerned about the practicability and efficiency of this method. "	4
This is an interesting work and my major concerns from the last round of paper reviews have been adequately addressed. As such I recommend acceptance. 	3
This submission looks more like a working draft rather than a conference paper.	1
"- The premise is interesting.
- The clarity of attribution in the background section needs to be worked on.
- ""Niche"" notations used but not defined.
- Experimental results on a single dataset without important details (training set size, training times, details of training algorithm etc0."	3
Very limited theoretical and empirical results.	1
"The paper is well written, the motivation of the authors is clear, and the framework presented is easy to understand. The theory part is written in a clear mathematical manner, with a theorem-proof structure, which I really like. The theoretical results provide new insights and should give new impulses to other scientists in this field as well as in related fields, e.g.: for improved applications as well as building theories.

My main criticism is that the good theoretical results are not sufficiently well supported by numerical experiments, which could further consolidate the good theory results. I hope to provide a possible motivation for supplementing the results in my review. However, these would have to be provided in order to recommend a publication."	3
Potentially interesting given the accuracy, but unclear	3
"In summary, I find the social impact of this work, but it still needs to be refined carefully. If there were an option for 'Weak Reject', I would select that. Since there is no such option, I recommend rejection given the many suggestions.

______________
After reading the rebuttal and other reviewers' comments, I consider arising my score to 6, although there are still many inappropriate points in the current version."	3
The paper proposes a new approach for diverse sampling of clients in each update round of federated learning. This significantly improves convergence rate and model accuracy. Though the idea is not particularly novel in the broader context, it does advance state of the art in federated learning.	3
"The problem considered in the paper is interesting and well motivated. However, the formulation is
incremental, and builds quite heavily on earlier paper. The main contribution is the analysis of the
greedy algorithm, which has serious issues as mentioned above."	2
The paper is interesting and well-written. The convergence analysis seems to be correct. However, the theoretical role of submodularity is not quite clear, besides the use of the greedy algorithm for the selection of clients. Assumption 1 seems quite strong, the authors should motivate this part more in detail. The experiments clearly show the advantage of DivFL over previous approaches in the literature.	2
Overall, I think this is a nice paper that addresses an important aspect of federated learning: improving a client sampling strategy. Experimental results are promising, though I would like to see how not limiting the number of local updates will affect the performances. If this brings a considerable gap between DivFL (ideal) and DivFL (no overhead), that implies the limitation of the proposed approach for practical settings. 	3
"The novelty of this paper is high.  However, the motivation is not quite clear, and  more IW- and DA-based methods are expected to compare in the experiment.
"	3
In summary, this paper targets at an interesting problem and shows promising theoretical and empirical results, which could be helpful for the community of recommender systems. 	3
"Overall, I liked the paper and I found the approach interesting. I think the authors should link their approach a lot more to the work presented in [1] and also covered in two of their references [2,3].
I think by doing so, it clarifies that the main difference in the problem domain is that we are in control of which of the counterfactual worlds we want to compute the risk in. 
Otherwise, all of the vocabulary and the core explanations of the soundness of the approach remain the same.

[1] @inproceedings{shalit2017estimating,
  title={Estimating individual treatment effect: generalization bounds and algorithms},
  author={Shalit, Uri and Johansson, Fredrik D and Sontag, David},
  booktitle={International Conference on Machine Learning},
  pages={3076--3085},
  year={2017},
  organization={PMLR}
}

[2] F. D. Johansson, D. Sontag, and R. Ranganath. Support and invertibility in domain-invariant representations. In The 22nd International Conference on Artificial Intelligence and Statistics, pages 527–536. PMLR, 2019. 
[3] F. D. Johansson, U. Shalit, N. Kallus, and D. Sontag. Generalization bounds and representation learning for estimation of potential outcomes and causal effects. arXiv preprint arXiv:2001.07426, 2020. "	3
 I think this paper is potential. The proposed domain transportation strategy for the recommendation is quite interesting. I suggest the authors focus on this part and give more discussions about the motivation, interpretations, and related works. 	3
While the motivation behind the learning representations of a gesture sequence instead of single frames is interesting, it is not executed very well. A lot of time has been spent explaining prior work instead of the contributions. The experiments to analyse the learnt representations is also lacking. Some of the details in the paper are confusing and hence needs significant revisions. And finally, being a generative modelling task, it would have been good to see some example videos. 	2
"The proposed method is technically sound and attempts to solve the challenging problem of co-speech gesture generation using an insightful approach, that of vector-quantizing the latent representation space of gestures and mapping from natural language sentences to it. However, a number of technical details were unclear to me, which makes the overall method and evaluations hard to follow. I invite the authors to respond to my comments under ""weaknesses"" before I can strongly recommend the paper for acceptance."	3
"- limited technical novelty
- limited experimental analysis"	1
This paper explores an interesting problem of unsupervised representation learning in videos. Although the hierarchical architecture based on latent variables is very similar to the temporal abstraction structure in VTA [Kim et al., 2019], I think the proposed criteria for event detection are novel and reasonable. However, my major concern is about the insufficient experimental results (see my comments above), and so I give this paper a Weak Reject at this moment. 	3
I believe the paper has a very nice core idea, and a well thought out 'harness' around that idea. I miss more conceptualized explanations, and would have loved more experiments (and also more comparisons to comparable models).	3
"I currently believe this paper is borderline and I am leaning to recommend to reject. 
This is because I think the way the paper frames VPR as being comparable with prior methods like CW-VAE and as a potentially-useful framework for long-term prediction is promising, yet more work is needed (described in my review) to take this work from an exploratory stage to ready for publication. I look forward to hearing from the authors during the rebuttal period on this matter.
==========================================================================
Update after author response: The authors have provided satisfactory responses to my concerns and revised the paper with extra results and discussions accordingly. I have increased my score to a 6."	4
This paper presents a novel, well-motivated method for inferring temporal hierarchy in latent representations of sequence data. I lean towards accepting this paper, and would be willing to further increase my score if some of the concerns above (especially regarding the experiments) are addressed in revision.	3
The similar idea has been conducted in the work AdamP. And the compared methods are not convincing in the experiment part.	2
The proposed training algorithm is simple, but showed to be able to improve network generalization ability apparently.  I mostly like the results, but the proposed algorithm should be more thoroughly analyzed and compared as pointed out in the above comments.	2
Overall, see some issues with this submission that could be addressed by the author(s) during the rebuttal. I am willing to improve my score when my concerns are addressed appropriately.	3
In spite of its interesting motivation, the paper does not properly handle DNNs with Batch Norm such as ResNets and many variants, and the  way the weight norm constraint is implemented is confusing.	2
The idea of the paper is novel, interesting, and clearly exposed. However, a wealth of clarity issues in the experiments section hinder the clarity of the paper overall.	4
All in all, while I like the general idea of utilizing spectral graph information of bipartite network connectivity graphs for pruning decisions, I find the paper is lacking a clear message and the required experimental evidence to back it up. There are no comparisons to previous pruning techniques, which would allow to showcase significance. Therefore, I tend to vote for rejection.	2
"As the merit of the proposed eigen-bound based pruning is unclear, I believe the work is not suitable for publication at ICLR in this form.
"	2
"In general, the paper is well written. I hope the authors should first answer the aforementioned questions cautiously and carefully.
"	2
Overall, the paper is well written with each part of the results clearly explained and well supported. This is a highly interesting piece of work for the SPS problem, but the significance of its contribution is vague to me.	2
As i mentioned in my main review i find that the paper is well written and the main contributions are clear. To the best of my knowledge this is the first paper that provides a stochastic variant of the projected splitting algorithm for solving monotone problems with convergence guarantees.	4
"The problem considered is of interest, but the proposed algorithm does not fully address the need of the applications. The manuscript presentation also has a great room for improvement. The current organization seems to be incomplete given the length of the main paper.

After reading the revision and the responses of the authors, and discussing with the authors, my recommendation moves to weak rejection. The idea is indeed interesting, but there are still unclear parts in the text and organization, and the motivation for the algorithm seems more like finding extensions for an existing work, instead of a real need for the considered problem."	3
"The paper contains interesting new methods which exhibit very good results in a limited experimental evaluation. However, the exposition is lacking in clarity to me. Therefore, I would currently classify the paper as borderline, but I am open to adjust my score based on the authors' response.

**Edit**: Due to the author's response, I raise my score from 6 to 8."	3
The idea of this paper is original, and both RieszNet and ForestRiesz show strong experimental evaluations. But the paper needs to be well-organized. Therefore, I would recommend acceptance of this paper if the paper was well-written.	3
This paper provides a solid contribution towards the automatic estimation of policy-relevant causal estimands. I think this work should be accepted. However the paper could be substantially improved by improving exposition and making the paper accessible to a wider audience.	2
I find it difficult to evaluate the contribution of this paper because it is not clear what the contribution of this paper is. The method is novel, but the theory relies on existing different work, so I think the evaluation of the method highly relies on the novelty of experiments. However, the experiments are very simple and not enough to claim the usefulness of the method. If the methodological and theoretical contributions are significant, the paper should be highly evaluated even if the experiments are simple. However, in this case, because this paper has less novelties in  the theoretical part, the experiments are important. In summary, the method in this paper is very novel and interesting, but the experiments to support it are lacking. Besides, there are several issues in writing even though we can guess what the authors insist. This is the reason why I vote for weak rejection.	2
The paper is providing good insight about model explainability and proposes interesting concepts. Reading the paper, it seems the presentation, storyline and experiments could be improved. I find it a bit too much scattered between the supplement and main paper.  	2
"The contributions of the paper (the proposed saliency method and the new saliency metrics) are modest and their significance is not clearly explained in the paper or supported by experiments. The paper should explain the concepts of completeness, soundness, and consistency and justify why they are desirable. The experiments should support the main contributions: they should show that the proposed metrics are useful and that the proposed saliency method outperforms baselines on these metrics. 
"	2
The concept of the proposed method is innovative, but many details of the method have not been explained clearly. In addition, more persuasiveness is needed in the experimental performance.	2
While I appreciate the motivation and the overall idea of measuring soundness of saliency, the definition of correctness and soundness is a bit unclear, and the effectiveness of the proposed method is not sufficiently demonstrated by the experiments. Considering the strengths and weaknesses of this paper, I don't think it is ready for publication at this moment. 	2
"* The methods of searching the network structure consider each component to achieve both performance and latency. 
* Comparison with other SOTA network search methods is inadequate but necessary.
* Although the method is straightforward and not very interesting, it indeed gets great improvements than the baseline. "	2
Though the proposed methods might be fruitful only for object detection of wider range of object scales, the experimental evaluations showed that they successfully improved the detection accuracy for small faces.	3
The paper uses computation redistribution and sample redistribution for searching the best architecture based on TinaFace.  I'll say that there is enough innovation from the paper, and the result is very good. Although I have some questions posted in the main review, I think the paper is acceptable in the conference.	4
The idea of search an optimal structure considering all components to achieve both computational efficiency and performance is novel and the experimental results have supported the claim. However, details are missing in the main contributions -  searching network structure and searching scale. The search strategies implemented are rather straightforward.	2
"Overall, this is an interesting paper to explore audio-visual navigation in more complex environments and the proposed sound adversarial audio-visual navigation is well-motivated. The extensive experiments can demonstrate the superiority of the proposed method in handling sound attacks. But, I do have some concerns about the method and results. My current rating is borderline accept. But, I would like to upgrade my rating if the authors can address my concerns during rebuttal. 

***Post-Rebuttal***

The authors successfully addressed my concerns in the rebuttal. I am happy to upgrade my rating. 

There is a very recent work on audio-visual adversarial robustness. I'd like to suggest the authors to discuss this relevant work in the revised paper. 

[1] Tian, Yapeng, and Chenliang Xu. ""Can audio-visual integration strengthen robustness under multimodal attacks?."" Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition. 2021."	3
"The environment with the attacker is practical and interesting. The authors well-formulated the action of the agent and attacker.
Also, including the appendix, they tried to provide various experiments and analyses.
BTW, I have some questions to convince the efficacy of the proposed method."	3
The paper presents interesting solution for AVN in noisy conditions. The results are better than baselines, but the paper would benefit from more ablations. 	3
The paper does not give enough information to claim the importance of this paper, neither the method nor the results. 	1
Overall the paper is well written and I am not aware of this exact method being used in the literature, but the improvement strikes me as marginal in results with unclear motivation.	2
"The introduced method is somehow novel, but the experiments have very limited breadth and analysis don't go beyond discussion.
Gains are also limited, and it's not clear looking at the current results that the solutions proposed really answer the problems exposed in the introduction (exposure bias, task-relevant parts, overfitting in low-data regime)."	3
Because of my concerns in the rigor and clarify in both the technical approach and the experiments, the paper needs further development and is not yet ready for publication at ICLR. Therefore, I unfortunately cannot champion acceptance for this paper at this time.	2
In sum, the reviewer think the setting of this paper, the writing clarity, and the simulation study may need further revision and improvement before getting published. 	2
"This paper presents a very interesting idea with competitive performances to a very relevant problem in real world applications.
The exposition of the paper however needs to be greatly simplified by giving a lot more intuition and implementation details. Due to this, in this current state I am afraid that the paper would not have the impact it deserves in the ICLR community.



=====================

*Updated review after the author's rebuttal and revision of the paper*:
I have read the paper once more, the authors did a great job improving the exposition of the paper, which is now way easier to understand and accessible to a wider audience. I have therefore increased my score to an accept."	4
"The proposed formalization and method are interesting. However, the presentation is not focused on the core contribution, the method is lacking detail, and the experiments do not characterize the method well.
"	2
"Overall, the paper is very rigorous in proving the mathematical guarantees of the proposed method, but the method itself is not performing that well for harder real word problems. My evaluation is based on the simplicity of experiments for scenarios where NURD worked. For the harder case (even when classification bias is introduced to the data), NURD does not perform particularly well.

Post-revision Summary
The authors have nicely addressed most of my comments. The text is still heavy on math over intuition, but improved. I am thus increasing my score."	3
This paper proposes an interesting idea for an important problem. It provides a good theoretical and experimental analysis of the proposed method. I recommend accepting this paper. 	3
The paper proposes an incremental method that improves over past work for to ignore the infeasible state transitions. The idea is incremental, but has a good potential. The evaluation could be improved to show the impact of the given method. I think the paper can also use a higher level use-case of reward comparison where the proposed method is used to design a reward function to learn a problem that is otherwise unsuccessful.   	3
"Although the overall method is still quite similar to EPIC, this paper proposes a reasonable solution to overcome a clear limitation of EPIC. In addition, the experiments are quite well-designed, and the paper is very well-written. 


---
Update after the rebuttal: Thank you for adding experiments with learned transition models. The results look good. Since my major concern is addressed, I increased my score."	3
Overall, the paper is well written. My current score is 5 and I look forward to further discussion with the authors.	2
This paper makes progress on the important problem of comparing reward functions by introducing a new reward distance that addresses a significant shortcoming of the EPIC distance. The results are significant and novel, and I would recommend accepting the paper.	3
Overall, I think the paper provides a new perspective of backdoor defense, but it could be made stronger by addressing some critical aspects as listed above.	2
